city;city_ascii;city_alt;lat;lng;country;iso2;iso3
Noidans-le-Ferroux;Noidans-le-Ferroux;Noidans-le-Ferreux;47,57;5,9549;France;FR;FRA
La Cl?mencerie;La Clemencerie;;47,1751;1,1368;France;FR;FRA
Crupies;Crupies;;44,5546;5,1707;France;FR;FRA
Bouchy-le-Repos;Bouchy-le-Repos;Bouchy;48,6531;3,511;France;FR;FRA
Cretot;Cretot;;49,6557;0,3449;France;FR;FRA
Poursay-Garnaud;Poursay-Garnaud;;45,9565;-0,458;France;FR;FRA
Orbagna;Orbagna;;46,5805;5,4501;France;FR;FRA
Gruy?res;Gruyeres;;49,71;4,6014;France;FR;FRA
Le Four;Le Four;;46,4669;1,2388;France;FR;FRA
Lironcourt;Lironcourt;;47,97;5,8937;France;FR;FRA
Roye-sur-Matz;Roye-sur-Matz;Roye;49,5915;2,7746;France;FR;FRA
Les Trois Ponts;Les Trois Ponts;;43,2725;5,4397;France;FR;FRA
Clamerey;Clamerey;;47,3868;4,4268;France;FR;FRA
Le Veau;Le Veau;;48,4144;2,0533;France;FR;FRA
Dou?vas;Douevas;;45,1551;4,8646;France;FR;FRA
Munot;Munot;;47,1545;3,026;France;FR;FRA
Missy;Missy;;49,1205;-0,551;France;FR;FRA
Rogalle;Rogalle;;42,8893;1,1912;France;FR;FRA
Artaise-le-Vivier;Artaise-le-Vivier;Artaise;49,578;4,8939;France;FR;FRA
Magny-Lambert;Magny-Lambert;Magny;47,6827;4,5742;France;FR;FRA
Ruederbach;Ruederbach;;47,5629;7,2692;France;FR;FRA
Maurecourt;Maurecourt;;48,9961;2,0615;France;FR;FRA
Handschuheim;Handschuheim;Handschuhheim;48,6029;7,5771;France;FR;FRA
Saint-Nazaire;Saint-Nazaire;;44,8667;0,2667;France;FR;FRA
Saint-Nazaire;Saint-Nazaire;;44,6376;0,4863;France;FR;FRA
Perricard;Perricard;;44,4551;0,9768;France;FR;FRA
Le Marais;Le Marais;;45,65;2,3833;France;FR;FRA
Mandrevillars;Mandrevillars;;47,6129;6,7778;France;FR;FRA
Bursard;Bursard;;48,5381;0,2126;France;FR;FRA
Plobsheim;Plobsheim;;48,4697;7,728;France;FR;FRA
Gozini?re;Goziniere;;46,597;2,8559;France;FR;FRA
Lanceplaine;Lanceplaine;;44,852;0,9466;France;FR;FRA
Sorges;Sorges;;47,4667;-0,55;France;FR;FRA
Jacqueville;Jacqueville;;48,2944;2,5276;France;FR;FRA
Bono;Bono;Le Bono;47,6404;-2,9499;France;FR;FRA
Escouloubre;Escouloubre;;42,7392;2,1245;France;FR;FRA
Bono;Bono;;47,3178;0,9263;France;FR;FRA
La Baraque;La Baraque;;43,9476;3,9076;France;FR;FRA
Lagardiolle;Lagardiolle;;43,5046;2,0938;France;FR;FRA
Sainte-Colombe-sur-l?Hers;Sainte-Colombe-sur-l'Hers;Sainte-Colombe;42,9523;1,9657;France;FR;FRA
Nissan-lez-Enserune;Nissan-lez-Enserune;Nissan;43,2884;3,128;France;FR;FRA
Bissey-sous-Cruchaud;Bissey-sous-Cruchaud;Bissey;46,7354;4,6873;France;FR;FRA
Aix-en-Diois;Aix-en-Diois;Aix;44,7083;5,4191;France;FR;FRA
Gaye;Gaye;;48,6841;3,8046;France;FR;FRA
Hautes Lisi?res;Hautes Lisieres;;48,8136;1,4787;France;FR;FRA
Cabiac;Cabiac;;44,2843;4,337;France;FR;FRA
Lescherolles;Lescherolles;Lecherolles;48,7621;3,3454;France;FR;FRA
Keramezec;Keramezec;Keramzec;47,7169;-3,3775;France;FR;FRA
Les Masseries;Les Masseries;;44,473;1,603;France;FR;FRA
Le Houga;Le Houga;;43,7749;-0,1806;France;FR;FRA
Sapogne-sur-Marche;Sapogne-sur-Marche;Sapogne;49,5994;5,3173;France;FR;FRA
Kerstridic;Kerstridic;;47,9867;-4,3412;France;FR;FRA
Secourt;Secourt;;48,9477;6,2856;France;FR;FRA
La Moutte;La Moutte;Les Mieux;44,4911;4,6804;France;FR;FRA
Bern?de;Bernede;;43,6699;-0,2212;France;FR;FRA
Thorign?-sur-Du?;Thorigne-sur-Due;Thorign?;48,0392;0,5355;France;FR;FRA
Le Scalon;Le Scalon;;48,4942;-3,4108;France;FR;FRA
Eschwiller;Eschwiller;;48,8593;7,1154;France;FR;FRA
Reulle-Vergy;Reulle-Vergy;Vergy|Reulle;47,1864;4,8952;France;FR;FRA
Laines-aux-Bois;Laines-aux-Bois;Laines;48,2343;3,9894;France;FR;FRA
Condezaygues;Condezaygues;;44,4868;0,9165;France;FR;FRA
Courseulles-sur-Mer;Courseulles-sur-Mer;Courseulles;49,3303;-0,4561;France;FR;FRA
Fleury;Fleury;;49,0418;6,1933;France;FR;FRA
Oisseau;Oisseau;;48,3556;-0,6715;France;FR;FRA
Saint-Sauveur-de-Ginestoux;Saint-Sauveur-de-Ginestoux;Saint-Sauveur;44,7047;3,6059;France;FR;FRA
Louvigny;Louvigny;;43,512;-0,4435;France;FR;FRA
Le Plantay;Le Plantay;;46,0234;5,0882;France;FR;FRA
Gizac;Gizac;;45,3552;3,293;France;FR;FRA
Le Mayet-d??cole;Le Mayet-d'Ecole;Le Mayet;46,1692;3,2411;France;FR;FRA
Petite Massoni?re;Petite Massoniere;;48,3161;0,9348;France;FR;FRA
Castetbon;Castetbon;;43,3853;-0,7888;France;FR;FRA
Goeulzin;Goeulzin;;50,3167;3,0944;France;FR;FRA
Aujols;Aujols;;44,4082;1,549;France;FR;FRA
Beussent;Beussent;;50,5468;1,7921;France;FR;FRA
Marato;Marato;Murato;41,8243;8,876;France;FR;FRA
La Grivelli?re;La Grivelliere;La Graveliere;45,2239;5,1678;France;FR;FRA
Ann?ville-la-Prairie;Anneville-la-Prairie;Ann?ville;48,1966;5,0843;France;FR;FRA
Occiglioni;Occiglioni;;42,612;8,9237;France;FR;FRA
La Maison Blanche;La Maison Blanche;;48,4667;-3,5833;France;FR;FRA
Pons;Pons;;44,7166;2,552;France;FR;FRA
Rou?ss?-Vass?;Rouesse-Vasse;Rou?ss?;48,1589;-0,1991;France;FR;FRA
Le Bois de Rigny;Le Bois de Rigny;;48,1883;3,5961;France;FR;FRA
Vignaux;Vignaux;;43,6845;1,0694;France;FR;FRA
Malmussou;Malmussou;;44,8996;0,9514;France;FR;FRA
Tr?moins;Tremoins;;47,5632;6,7058;France;FR;FRA
C?rarge;Cerarge;;45,9278;5,5534;France;FR;FRA
Waltembourg;Waltembourg;;48,7504;7,1964;France;FR;FRA
La Bade;La Bade;;45,2021;2,6568;France;FR;FRA
Belair;Belair;;45,5;3,5167;France;FR;FRA
Chauffry;Chauffry;;48,8113;3,1813;France;FR;FRA
Feyssaguet;Feyssaguet;Fevssaguet;45,6727;2,1185;France;FR;FRA
Conand;Conand;;45,8922;5,4724;France;FR;FRA
Bodion;Bodion;Bodion-en-Plumeliau;47,9914;-2,9499;France;FR;FRA
Chasseneuil;Chasseneuil;;46,6468;1,4966;France;FR;FRA
Marsan;Marsan;;43,6563;0,7221;France;FR;FRA
Clamensane;Clamensane;Clamensanne;44,322;6,0685;France;FR;FRA
Bondeville;Bondeville;Bordeville;49,7701;0,4406;France;FR;FRA
Saint-Aquilin-d?Augerons;Saint-Aquilin-d'Augerons;Saint-Aquilin;48,9242;0,463;France;FR;FRA
Jebsheim;Jebsheim;;48,1238;7,4758;France;FR;FRA
Bun;Bun;;42,9753;-0,1576;France;FR;FRA
Moreuil;Moreuil;;49,7746;2,4827;France;FR;FRA
Burtulet;Burtulet;;48,3987;-3,3508;France;FR;FRA
B?des;Bedes;;44,7339;1,7402;France;FR;FRA
Breteuil;Breteuil;Breteuil-sur-Noye;49,6336;2,2951;France;FR;FRA
Chadouillers;Chadouillers;Chadouillet;44,3203;4,1988;France;FR;FRA
Listrac-M?doc;Listrac-Medoc;Listrac;45,0742;-0,7917;France;FR;FRA
Saint-Martin-Saint-Firmin;Saint-Martin-Saint-Firmin;Saint-Martin;49,2859;0,5529;France;FR;FRA
Lamothe-Cassel;Lamothe-Cassel;;44,6117;1,5061;France;FR;FRA
Les Faures;Les Faures;;44,9051;5,4278;France;FR;FRA
Les Faures;Les Faures;;44,861;6,0461;France;FR;FRA
Caorches;Caorches;;49,0851;0,5588;France;FR;FRA
Pinsaguel;Pinsaguel;;43,5085;1,39;France;FR;FRA
Salles-sur-Mer;Salles-sur-Mer;Salles;46,1049;-1,0552;France;FR;FRA
Les Ouill?res;Les Ouilleres;Les Quill?res;45,7833;0,3667;France;FR;FRA
Saron-sur-Aube;Saron-sur-Aube;Saron;48,5693;3,7314;France;FR;FRA
Les Sagnoles;Les Sagnoles;;45,1576;4,0311;France;FR;FRA
Verneujol;Verneujol;;44,95;2,9167;France;FR;FRA
Le Gat;Le Gat;Le Gast;46,3333;1,65;France;FR;FRA
Le Gat;Le Gat;;46,3728;1,3309;France;FR;FRA
Cardan;Cardan;;44,6823;-0,3378;France;FR;FRA
Saint-Martin-au-Bosc;Saint-Martin-au-Bosc;Saint-Martin;49,8306;1,6612;France;FR;FRA
Gironville;Gironville;;48,2458;2,0928;France;FR;FRA
Herbeville;Herbeville;;48,9064;1,8874;France;FR;FRA
Saussey;Saussey;;49,0096;-1,4304;France;FR;FRA
Stoppia Nova;Stoppia Nova;;42,4305;9,3408;France;FR;FRA
Foncine-le-Haut;Foncine-le-Haut;;46,6583;6,0705;France;FR;FRA
Trieux;Trieux;;49,3246;5,9305;France;FR;FRA
Aiguillon;Aiguillon;;44,2992;0,3394;France;FR;FRA
Baudicourt;Baudicourt;;48,5678;1,8529;France;FR;FRA
Beaufort;Beaufort;Beaufort-du Jura;46,5736;5,4387;France;FR;FRA
V?rigny;Verigny;;46,4891;2,633;France;FR;FRA
Chaume-l?s-Baigneux;Chaume-les-Baigneux;Chaume;47,6276;4,5824;France;FR;FRA
Montcul;Montcul;Monteul;45,7131;5,1284;France;FR;FRA
Taurignan-Castet;Taurignan-Castet;Taurignan|Taurignan-Castel;43,0395;1,0912;France;FR;FRA
Agheri;Agheri;;42,117;9,2954;France;FR;FRA
Les Plains-et-Grands-Essarts;Les Plains-et-Grands-Essarts;Les Plains;47,3038;6,8928;France;FR;FRA
Montbrehain;Montbrehain;;49,9667;3,3493;France;FR;FRA
Pouilly;Pouilly;;45,7852;5,9384;France;FR;FRA
Aspin-en-Lavedan;Aspin-en-Lavedan;Aspin-ez-Angles|Aspin;43,0751;-0,0474;France;FR;FRA
Feuilletin;Feuilletin;;46,6641;2,106;France;FR;FRA
Th?sillat;Thesillat;;45,7667;1,9667;France;FR;FRA
Valprivas;Valprivas;;45,3113;4,044;France;FR;FRA
La Chapelle-Monthodon;La Chapelle-Monthodon;;49,0232;3,6359;France;FR;FRA
Le Plessis-Gassot;Le Plessis-Gassot;Plessis-Gassot;49,0338;2,4148;France;FR;FRA
Togny-aux-Boeufs;Togny-aux-Boeufs;Togny;48,8509;4,4476;France;FR;FRA
Mont-Dauphin;Mont-Dauphin;;44,6696;6,6244;France;FR;FRA
Arrigas;Arrigas;;43,989;3,4808;France;FR;FRA
Jallaucourt;Jallaucourt;;48,8386;6,3867;France;FR;FRA
Bell?me;Belleme;;48,3733;0,57;France;FR;FRA
Les Combes;Les Combes;;47,0667;6,55;France;FR;FRA
Riaucourt;Riaucourt;;48,1764;5,1508;France;FR;FRA
La Capelle-en-Thi?rache;La Capelle-en-Thierache;La Capelle;49,9775;3,9179;France;FR;FRA
Ribi?re;Ribiere;;46,1085;2,2197;France;FR;FRA
Azani?res;Azanieres;;45,1214;3,8356;France;FR;FRA
Sp?rac?des;Speracedes;;43,6485;6,8589;France;FR;FRA
Masmol?ne;Masmolene;;44,0536;4,5242;France;FR;FRA
Lux?mont-et-Villotte;Luxemont-et-Villotte;Lux?mont;48,696;4,6336;France;FR;FRA
Paron;Paron;;48,1789;3,2508;France;FR;FRA
Creisset;Creisset;;43,9849;6,2884;France;FR;FRA
Lang?;Lange;;47,0742;1,5141;France;FR;FRA
La Bazillais;La Bazillais;;47,7156;-1,7531;France;FR;FRA
Montmilien;Montmilien;;47,3533;4,1788;France;FR;FRA
Gript;Gript;;46,2141;-0,4697;France;FR;FRA
Bouzons;Bouzons;;44,0447;3,7993;France;FR;FRA
Xammes;Xammes;;48,9748;5,8547;France;FR;FRA
Bais;Bais;;48,0107;-1,2905;France;FR;FRA
Juilley;Juilley;;48,5984;-1,3454;France;FR;FRA
Le Bourget-du-Lac;Le Bourget-du-Lac;Le Bourget;45,6536;5,8549;France;FR;FRA
La R?union;La Reunion;;43,4899;1,9806;France;FR;FRA
La Bazillais;La Bazillais;;47,2965;-1,8902;France;FR;FRA
Sermaize;Sermaize;;47,5606;2,9203;France;FR;FRA
Fayl-Billot;Fayl-Billot;Fays-Billot;47,782;5,5992;France;FR;FRA
Citers;Citers;;47,7419;6,4092;France;FR;FRA
Chapou;Chapou;;44,9183;1,7674;France;FR;FRA
La Plaine;La Plaine;;47,0681;-0,6349;France;FR;FRA
Kergornet;Kergornet;;47,8124;-3,4342;France;FR;FRA
Siecq;Siecq;;45,8301;-0,1932;France;FR;FRA
Mazerolles-le-Salin;Mazerolles-le-Salin;Mazerolles;47,2406;5,8703;France;FR;FRA
Bauquay;Bauquay;Beauquay;49,0342;-0,6155;France;FR;FRA
La Plaine;La Plaine;;44,65;6,1667;France;FR;FRA
La Plaine;La Plaine;;44,565;5,9332;France;FR;FRA
Lasseube-Propre;Lasseube-Propre;Lasseube;43,5755;0,5959;France;FR;FRA
Les Mollets;Les Mollets;;47,3856;2,6153;France;FR;FRA
Culoz;Culoz;;45,8489;5,7854;France;FR;FRA
Chesnes;Chesnes;;45,6522;5,1081;France;FR;FRA
Caou?nnec-Lanv?z?ac;Caouennec-Lanvezeac;Caouennec|Caou?nnec;48,7045;-3,3754;France;FR;FRA
Uzay-le-Venon;Uzay-le-Venon;Uzay;46,812;2,4612;France;FR;FRA
Ensonville;Ensonville;;48,3564;1,7416;France;FR;FRA
Bay;Bay;;49,7666;4,2525;France;FR;FRA
La Lagne;La Lagne;;43,8429;6,5355;France;FR;FRA
Reinange;Reinange;;49,3067;6,2384;France;FR;FRA
Senonnes;Senonnes;;47,7992;-1,2018;France;FR;FRA
Sales;Sales;;45,8744;5,96;France;FR;FRA
Montreuil-sur-Lozon;Montreuil-sur-Lozon;Montreuil;49,1371;-1,237;France;FR;FRA
Pontaillac;Pontaillac;;45,6273;-1,0466;France;FR;FRA
La Marne;La Marne;;46,9954;-1,7405;France;FR;FRA
Castelreng;Castelreng;;43,0282;2,1376;France;FR;FRA
Latill?;Latille;;46,6195;0,0749;France;FR;FRA
Lichtenberg;Lichtenberg;;48,9217;7,4817;France;FR;FRA
Chevaign?;Chevaigne;;48,2114;-1,6297;France;FR;FRA
Hurigny;Hurigny;;46,3472;4,7968;France;FR;FRA
Saint-Jean-d?Ataux;Saint-Jean-d'Ataux;Saint-Jean-de-Ataux|Saint-Jean;45,1427;0,4099;France;FR;FRA
Sarragachies;Sarragachies;;43,6832;-0,0544;France;FR;FRA
Siltzheim;Siltzheim;;49,0638;7,0927;France;FR;FRA
Laulne;Laulne;;49,2495;-1,4709;France;FR;FRA
Colmars;Colmars;Colmars-les-Alpes;44,1811;6,6263;France;FR;FRA
Le Massegros;Le Massegros;Massegros;44,3086;3,1744;France;FR;FRA
Veslud;Veslud;;49,5333;3,7333;France;FR;FRA
Cadolive;Cadolive;;43,3978;5,5456;France;FR;FRA
Gaillagos;Gaillagos;;42,9818;-0,1757;France;FR;FRA
Monget;Monget;;43,5668;-0,5206;France;FR;FRA
Kerlavarec;Kerlavarec;;47,9186;-3,5161;France;FR;FRA
Seiter;Seiter;;48,4333;-4,3667;France;FR;FRA
Gotein;Gotein;Gotein-Libarrenx;43,1906;-0,902;France;FR;FRA
La Paute;La Paute;;45,0747;6,012;France;FR;FRA
Guipy;Guipy;;47,2289;3,5801;France;FR;FRA
Les Estiveaux;Les Estiveaux;;47,17;2,7939;France;FR;FRA
Saint-Quentin-des-Pr?s;Saint-Quentin-des-Pres;Saint-Quentin;49,5214;1,7531;France;FR;FRA
Poumarous;Poumarous;Poumaroux;43,1518;0,2124;France;FR;FRA
Vergn?;Vergne;;46,1707;0,3033;France;FR;FRA
Vergne;Vergne;;45,2403;2,0568;France;FR;FRA
Vergn?;Vergne;;46,073;-0,5193;France;FR;FRA
Esprels;Esprels;;47,5361;6,3726;France;FR;FRA
Saint-Thurien;Saint-Thurien;;47,9591;-3,6245;France;FR;FRA
Cendrey;Cendrey;;47,4037;6,2453;France;FR;FRA
Bonnay;Bonnay;;49,9377;2,5094;France;FR;FRA
Le Ruppione;Le Ruppione;;41,8319;8,7854;France;FR;FRA
Bonsecours;Bonsecours;Blosseville|Blosseville-Bonsecours;49,4273;1,1272;France;FR;FRA
Br?tigny;Bretigny;;48,4206;1,5704;France;FR;FRA
Loubajac;Loubajac;Loubajas;43,1343;-0,0802;France;FR;FRA
Saint-Maxire;Saint-Maxire;;46,3995;-0,4785;France;FR;FRA
Haut le Naberon;Haut le Naberon;Le Naberon;45,85;2,3667;France;FR;FRA
B?darrides;Bedarrides;;44,0404;4,8968;France;FR;FRA
Torchet;Torchet;;45,5312;6,3564;France;FR;FRA
Eymet;Eymet;;44,6673;0,399;France;FR;FRA
Rosnay;Rosnay;;49,254;3,8624;France;FR;FRA
Les Rains;Les Rains;;47,9493;2,5934;France;FR;FRA
Villevendret;Villevendret;;46,5099;2,553;France;FR;FRA
Azay-le-Ferron;Azay-le-Ferron;Azay|Azay-le-Feron;46,851;1,0708;France;FR;FRA
Boinville;Boinville;;48,208;1,7762;France;FR;FRA
La Migaudie;La Migaudie;;45,3231;0,9271;France;FR;FRA
La Blaquererie;La Blaquererie;La Blaquerie;43,9483;3,2683;France;FR;FRA
Arbecey;Arbecey;;47,7391;5,9282;France;FR;FRA
M?allet;Meallet;;45,2553;2,4305;France;FR;FRA
Gr?zill?;Grezille;;47,3247;-0,3469;France;FR;FRA
Nillac;Nillac;;47,627;-1,7194;France;FR;FRA
La Pl?tri?re;La Platriere;;46,7257;2,8806;France;FR;FRA
Auffargis;Auffargis;;48,7005;1,887;France;FR;FRA
Ponteils-et-Br?sis;Ponteils-et-Bresis;Ponteils;44,403;3,9765;France;FR;FRA
Villiers-le-Sec;Villiers-le-Sec;Villiers;47,3773;3,4295;France;FR;FRA
Le Grand-Bornand;Le Grand-Bornand;Grand Bornand;45,9421;6,4308;France;FR;FRA
Avrilmont;Avrilmont;;48,2259;2,5287;France;FR;FRA
L?Ospedale;L'Ospedale;;41,6523;9,1941;France;FR;FRA
Fr?mifontaine;Fremifontaine;Upper Fremifontaine;48,2734;6,6905;France;FR;FRA
Henne;Henne;;44,8883;4,2716;France;FR;FRA
La Roberdais;La Roberdais;;47,5406;-1,7564;France;FR;FRA
Reigny;Reigny;;47,3068;2,7651;France;FR;FRA
Reigny;Reigny;;46,5766;2,3527;France;FR;FRA
Carquebut;Carquebut;;49,3721;-1,3294;France;FR;FRA
Kernisi;Kernisi;;48,3627;-4,426;France;FR;FRA
Boinvilliers;Boinvilliers;;48,9176;1,6612;France;FR;FRA
Bulles;Bulles;;49,4595;2,3257;France;FR;FRA
Olgy;Olgy;;49,1864;6,2025;France;FR;FRA
Pr?vant;Prevant;;47,2781;2,9308;France;FR;FRA
La Basse-Vaivre;La Basse-Vaivre;;47,9497;6,0533;France;FR;FRA
Villaine;Villaine;;47,367;3,3807;France;FR;FRA
Villaine;Villaine;;47,4193;3,0236;France;FR;FRA
Villaine;Villaine;;47,4215;3,4544;France;FR;FRA
Villaine;Villaine;;47,3;3,5833;France;FR;FRA
Trabesson;Trabesson;Trabusson;45,2636;3,5923;France;FR;FRA
Mayot;Mayot;;49,7038;3,3851;France;FR;FRA
Escofie;Escofie;;45,0739;1,0515;France;FR;FRA
Poule-les-?charmeaux;Poule-les-Echarmeaux;Poule-l?s-?charmeaux|Poule;46,149;4,4573;France;FR;FRA
Ustaritz;Ustaritz;;43,3999;-1,457;France;FR;FRA
Ath?e-sur-Cher;Athee-sur-Cher;Ath?e;47,3202;0,9166;France;FR;FRA
Neuville;Neuville;;47,6;-0,6833;France;FR;FRA
Mingot;Mingot;;43,3744;0,1727;France;FR;FRA
Saint-Cyr-en-Arthies;Saint-Cyr-en-Arthies;Saint-Cyr;49,0597;1,7419;France;FR;FRA
Rignat;Rignat;;46,1422;5,357;France;FR;FRA
Santilly-le-Vieux;Santilly-le-Vieux;;48,1522;1,8627;France;FR;FRA
Saint-D?sir;Saint-Desir;;49,1428;0,218;France;FR;FRA
Gr?ges;Greges;;49,9221;1,1477;France;FR;FRA
Le Luat;Le Luat;;48,5259;1,352;France;FR;FRA
Neuville;Neuville;;48,3061;-1,5886;France;FR;FRA
Bordebure;Bordebure;;47,2696;0,7112;France;FR;FRA
Neuville;Neuville;;47,6178;0,909;France;FR;FRA
La Commanderie;La Commanderie;;48,617;1,0265;France;FR;FRA
Chambl?an;Chamblean;;48,6912;1,3527;France;FR;FRA
Le Fond-Vergnot;Le Fond-Vergnot;Rouveret;45,5667;1,5;France;FR;FRA
Gourdi?ges;Gourdieges;;44,937;2,8806;France;FR;FRA
Pogniat;Pogniat;Pauniat;45,8852;2,9841;France;FR;FRA
Rieussec;Rieussec;;43,4172;2,7391;France;FR;FRA
La Charce;La Charce;;44,4709;5,4504;France;FR;FRA
Jansac;Jansac;;44,6475;5,3919;France;FR;FRA
Tournay;Tournay;;43,1849;0,2449;France;FR;FRA
Lantenot;Lantenot;;47,7517;6,4939;France;FR;FRA
Ville-sur-Tourbe;Ville-sur-Tourbe;Ville;49,1872;4,7864;France;FR;FRA
Hagnicourt;Hagnicourt;;49,6077;4,5893;France;FR;FRA
Bideren;Bideren;;43,3955;-0,9637;France;FR;FRA
Boursay;Boursay;;48,0192;0,9704;France;FR;FRA
Beaucroissant;Beaucroissant;;45,3428;5,471;France;FR;FRA
Saint-Martin-le-Colonel;Saint-Martin-le-Colonel;Saint-Martin;44,986;5,2713;France;FR;FRA
Bons-en-Chablais;Bons-en-Chablais;Bons;46,2649;6,3713;France;FR;FRA
Rodalbe;Rodalbe;;48,91;6,7043;France;FR;FRA
Lady;Lady;;48,5843;2,8957;France;FR;FRA
Grandvillars;Grandvillars;;47,5393;6,971;France;FR;FRA
Vassieux-en-Vercors;Vassieux-en-Vercors;Vassieux;44,8946;5,3692;France;FR;FRA
Saint-Girons-d?Aiguevives;Saint-Girons-d'Aiguevives;Saint-Girons;45,14;-0,5424;France;FR;FRA
Rampon;Rampon;;48,0667;-1,3167;France;FR;FRA
?peluche;Epeluche;;45,2718;0,2883;France;FR;FRA
Dannemarie-sur-Cr?te;Dannemarie-sur-Crete;Dannemarie;47,2049;5,8702;France;FR;FRA
Les Camus;Les Camus;;43,5853;5,4225;France;FR;FRA
Sagonne;Sagonne;;46,8505;2,8252;France;FR;FRA
Montrel;Montrel;;48,2759;-2,6504;France;FR;FRA
Jouix;Jouix;;45,3553;1,9767;France;FR;FRA
Freneuse-sur-Risle;Freneuse-sur-Risle;Fr?neuse;49,2522;0,6734;France;FR;FRA
Gu?mardi?res;Guemardieres;;47,9457;0,3433;France;FR;FRA
Connac;Connac;;44,0203;2,6015;France;FR;FRA
L?Aigle;L'Aigle;;48,7622;0,6275;France;FR;FRA
Gaillardbois-Cressenville;Gaillardbois-Cressenville;;49,3435;1,4063;France;FR;FRA
Andill?;Andille;;46,4791;0,3335;France;FR;FRA
Sazeray;Sazeray;;46,429;2,0535;France;FR;FRA
Ville de Mont;Ville de Mont;;45,1817;4,1707;France;FR;FRA
Saint-Symphorien-d?Ozon;Saint-Symphorien-d'Ozon;Saint-Symphorien;45,6329;4,8564;France;FR;FRA
Savignac-de-Nontron;Savignac-de-Nontron;Savignac;45,5422;0,7216;France;FR;FRA
Cl?on;Cleon;;49,3124;1,0295;France;FR;FRA
Cravent;Cravent;;48,9911;1,4894;France;FR;FRA
Les Lezes;Les Lezes;;46,237;1,144;France;FR;FRA
Blussangeaux;Blussangeaux;;47,4326;6,6138;France;FR;FRA
Le Petit Val de la Nef;Le Petit Val de la Nef;;47,5902;3,8826;France;FR;FRA
Chez-Rozet;Chez-Rozet;Chez-Roger;45,8358;0,3629;France;FR;FRA
La Quarte;La Quarte;;47,7739;5,6954;France;FR;FRA
Montesquieu;Montesquieu;;44,2021;0,4376;France;FR;FRA
Les Junies;Les Junies;;44,5381;1,2354;France;FR;FRA
Villechadaux;Villechadaux;;46,0333;1,8333;France;FR;FRA
Marolles-sous-Ligni?res;Marolles-sous-Lignieres;Marolles;47,9494;3,9198;France;FR;FRA
Luzais;Luzais;;45,6643;5,0938;France;FR;FRA
Primelles;Primelles;;46,9033;2,2127;France;FR;FRA
Guitalens;Guitalens;;43,6426;2,039;France;FR;FRA
Maricourt;Maricourt;;49,9811;2,7839;France;FR;FRA
Les Meyzonniers;Les Meyzonniers;;45,0511;4,9466;France;FR;FRA
Montmartin-sur-Mer;Montmartin-sur-Mer;Montmartin;48,9889;-1,5257;France;FR;FRA
Sajas;Sajas;;43,3767;1,0201;France;FR;FRA
Montesson;Montesson;;48,9092;2,1375;France;FR;FRA
Bas Village;Bas Village;;48,7338;4,5811;France;FR;FRA
Pimprez;Pimprez;;49,5149;2,9519;France;FR;FRA
Kerlo?s;Kerlois;;48,5168;-4,3356;France;FR;FRA
Fontaines-en-Sologne;Fontaines-en-Sologne;Fontaine-en-Sologne|Fontaines;47,5091;1,5504;France;FR;FRA
Prin-Deyran?on;Prin-Deyrancon;Prin;46,2221;-0,637;France;FR;FRA
Gasques;Gasques;;44,1539;0,9186;France;FR;FRA
Villech?re;Villechere;;46,6747;1,9641;France;FR;FRA
Verteillac;Verteillac;;45,3472;0,366;France;FR;FRA
Puiseux-en-France;Puiseux-en-France;Puiseux-les-Louvres|Puiseux;49,0555;2,5003;France;FR;FRA
Avail;Avail;;46,9645;2,057;France;FR;FRA
Brie-sous-Archiac;Brie-sous-Archiac;Brie;45,4733;-0,3016;France;FR;FRA
Saint-L?onard;Saint-Leonard;;50,6906;1,6254;France;FR;FRA
La Bru?re;La Bruere;;48,1026;-1,2868;France;FR;FRA
Gandrange;Gandrange;;49,2713;6,1254;France;FR;FRA
Lospars;Lospars;;48,2266;-4,0542;France;FR;FRA
Tr?mentines;Trementines;;47,1233;-0,7874;France;FR;FRA
Amfreville-les-Champs;Amfreville-les-Champs;Amfreville;49,3102;1,3193;France;FR;FRA
Amfreville-les-Champs;Amfreville-les-Champs;Amfreville;49,7;0,8167;France;FR;FRA
Sainte-Colombe-de-la-Commanderie;Sainte-Colombe-de-la-Commanderie;Sainte-Colombe;42,6146;2,7474;France;FR;FRA
Saint-Vincent-des-Pr?s;Saint-Vincent-des-Pres;Saint-Vincent;48,296;0,385;France;FR;FRA
Oddon;Oddon;;44,6833;5,35;France;FR;FRA
Saint-Remy-Chauss?e;Saint-Remy-Chaussee;Saint-R?my;50,1691;3,8743;France;FR;FRA
Pr?manon;Premanon;;46,4628;6,019;France;FR;FRA
Feug?res;Feugeres;;49,1514;-1,3196;France;FR;FRA
Argancy;Argancy;;49,1954;6,2016;France;FR;FRA
Urzange;Urzange;;45,5083;4,0127;France;FR;FRA
Grand?Combe-des-Bois;Grand'Combe-des-Bois;Grand?Combe|La Grand?Combe-des-Bois;47,1374;6,791;France;FR;FRA
Cierges-sous-Montfaucon;Cierges-sous-Montfaucon;;49,2969;5,0941;France;FR;FRA
Courteville;Courteville;;50,53;1,6917;France;FR;FRA
La Rochelle;La Rochelle;;47,2675;-1,3863;France;FR;FRA
Les Gours;Les Gours;;45,9614;-0,067;France;FR;FRA
Saint-Aubin;Saint-Aubin;;46,8515;2,0246;France;FR;FRA
Saint-Aubin;Saint-Aubin;;47,845;-2,5815;France;FR;FRA
